itemid,datasetid,hasbird
9b212cf9-d998-42c3-8f5d,warblrb10k,1
dfd7984b-e5a6-4b1a-91ca,warblrb10k,1
ef9187a0-7a64-4509-ab8d,warblrb10k,1
63153d9c-fdae-4841-abb7,warblrb10k,1
f56a6a19-004b-40ab-84d5,warblrb10k,1
9d8fc8a0-1942-4cd2-a955,warblrb10k,1
1a59d3c3-e8a2-4f0b-a972,warblrb10k,0
4501130f-4d95-4ce9-81f6,warblrb10k,1
5c8fe7a1-1202-482d-b8a2,warblrb10k,0
597689aa-3256-4fad-b787,warblrb10k,1
31475204-ba8f-4aa1-843d,warblrb10k,1
7c13c1f3-85da-4add-b78d,warblrb10k,0
1fd3b1b1-cbc0-4e53-a523,warblrb10k,0
bfff5979-62da-4052-b4da,warblrb10k,0
379f00f2-0bcb-46ec-ad60,warblrb10k,0
28b3fe18-e20b-4a98-9da0,warblrb10k,1
970d57e4-c210-4a13-8b36,warblrb10k,0
c3766638-ba3c-4d55-a6d9,warblrb10k,1
a1e7516e-f938-48bc-8149,warblrb10k,1
ca41ea6e-f54f-4612-862e,warblrb10k,0
8cc1f85d-e77a-4cba-a1a4,warblrb10k,1
7ac32fbe-0647-4611-aced,warblrb10k,1
91e2e266-bd12-4a30-96cd,warblrb10k,0
41c7c686-f2e3-4b74-a853,warblrb10k,0
b82dfc99-d53b-4066-a5fe,warblrb10k,1
00628f5d-b94a-42cb-bf67,warblrb10k,1
bb49ac8e-135f-4306-ac88,warblrb10k,1
dc9a096a-c055-431e-88f5,warblrb10k,1
a68ac274-93f3-4827-bcff,warblrb10k,1
72ebdf25-c203-4ad6-aff7,warblrb10k,0
03e8782f-c9a4-45e7-960d,warblrb10k,1
44f76a18-4275-4d65-b49d,warblrb10k,1
71d7e060-19a4-4e46-8481,warblrb10k,0
f6199318-e1a9-47fe-9804,warblrb10k,1
0b865977-0276-47c1-b492,warblrb10k,1
8e5896e7-0db7-47ee-b357,warblrb10k,0
bd39e4b2-135a-43c1-acbb,warblrb10k,0
9f252aab-cb44-494d-96ba,warblrb10k,0
defe8633-cb50-4ff5-8711,warblrb10k,1
169201f9-9fc3-4ec1-9447,warblrb10k,1
ef110104-bd03-4892-83f3,warblrb10k,1
980c93e0-f214-4d84-b6df,warblrb10k,1
d2896237-21c3-4ab0-9763,warblrb10k,1
89af449f-f17b-4f8b-942c,warblrb10k,1
afc91a7e-5537-4255-aefc,warblrb10k,1
5d618b13-82b1-4c08-ae87,warblrb10k,1
6c3495ea-1532-442c-883e,warblrb10k,1
84a93a9f-25e1-4f4f-99bd,warblrb10k,1
8d31988d-5070-422b-976b,warblrb10k,1
66bfaa55-dfb0-4d44-921f,warblrb10k,1
ef6dd636-fe31-4003-b03a,warblrb10k,1
dfc8ad91-b041-4fd4-83b0,warblrb10k,1
e3a1fc5d-2e53-46ca-bb25,warblrb10k,1
8ebf332d-5df1-426b-b707,warblrb10k,1
b587ad04-b97a-40e5-aa6f,warblrb10k,1
5eb133de-f867-4528-98e9,warblrb10k,1
c9c1b035-9b8c-4a22-9c89,warblrb10k,1
7c2f475c-7854-45f0-909a,warblrb10k,1
c0cafba5-f4af-43e7-8644,warblrb10k,1
56954ba1-e51a-4768-b913,warblrb10k,1
b590d2ee-2236-4288-848f,warblrb10k,1
4aef62ee-f2bb-417a-9f89,warblrb10k,1
ce657fc3-2b87-44f2-a1f2,warblrb10k,1
dedf6a14-c2c9-4459-8bd4,warblrb10k,1
72ccb834-575c-4b87-b197,warblrb10k,1
6a7c52ab-3c5c-4530-969a,warblrb10k,1
47ca460a-033b-4a6c-8e02,warblrb10k,1
477fe6ab-edfb-465f-a98b,warblrb10k,1
a4521c58-0930-4ca8-8155,warblrb10k,0
99b9eb29-a9f5-4af4-9b39,warblrb10k,1
b0af74c1-ea93-43e1-b88b,warblrb10k,1
4f7b5234-a009-4371-b019,warblrb10k,0
a4eab2bb-9323-4eaa-ad77,warblrb10k,1
ae541ab8-48a1-467e-9f5b,warblrb10k,1
691b8b84-8b24-4684-a4f9,warblrb10k,0
19567a1f-5ac3-478d-9105,warblrb10k,1
07644913-0274-42a8-ab57,warblrb10k,1
d5f08cf9-d52f-4a2f-beb4,warblrb10k,1
9d02c364-da6d-4bdd-a17d,warblrb10k,1
065af9e7-eda3-4428-8e6b,warblrb10k,1
c92f8fad-88bb-4f6b-bf4e,warblrb10k,1
ac453f5c-35e9-41d5-aa32,warblrb10k,0
07839e2d-e3d7-49c0-85cb,warblrb10k,1
1137d50b-9e8d-41ce-9c0d,warblrb10k,1
0aeb661d-a33e-4208-99a6,warblrb10k,1
2379a944-de6d-4795-a11e,warblrb10k,1
68b2aaa8-e449-4a6b-8be5,warblrb10k,1
5ed5d737-1a7e-43be-a2ac,warblrb10k,0
f909668c-724d-4e5c-9f72,warblrb10k,1
9b43777a-f480-45e5-96d8,warblrb10k,1
fc380450-d62f-410b-b1f8,warblrb10k,1
634b10f9-1b2b-4f88-b8c8,warblrb10k,1
c97836eb-0647-46da-b2c9,warblrb10k,1
33293c2f-f973-4d0b-92fb,warblrb10k,0
d7694e38-4c57-4104-b794,warblrb10k,1
923480b7-877e-4a9f-9cd5,warblrb10k,1
7b45924e-98fa-4db1-80af,warblrb10k,1
430378d5-a0ff-4d0d-b00a,warblrb10k,1
3a15d242-52a6-4f58-aed2,warblrb10k,1
cbec3ebd-41c6-4a1c-99d6,warblrb10k,0
f79f4544-01ae-4a36-8bc3,warblrb10k,1
685fe505-054c-4e68-9d6a,warblrb10k,0
250e2f96-0506-4737-9498,warblrb10k,1
e06ae878-7403-47bf-ba5e,warblrb10k,0
8ab65344-a2b0-4c12-b5c5,warblrb10k,0
b4f9f37d-ee4f-475f-b51c,warblrb10k,1
a86a3b33-295f-4117-b5b5,warblrb10k,0
5d91f1e2-cdc9-4a58-bafa,warblrb10k,0
ec3cd74a-59d3-49b1-b3f2,warblrb10k,1
36b0046b-6a7e-4a6a-a68b,warblrb10k,0
d6c74d45-fe1f-46d0-b5e0,warblrb10k,1
c707d4d9-6141-4e8b-9d8c,warblrb10k,1
be3e3fc4-b189-44df-8944,warblrb10k,1
ad40c57c-12a2-48b4-bd51,warblrb10k,1
9e9b276a-2b3d-4503-add2,warblrb10k,1
aac479f1-8ee3-498b-8657,warblrb10k,1
1eb2f4e3-d414-4ef0-a509,warblrb10k,1
6b14f2b1-0f82-48d5-a2b6,warblrb10k,1
86c60744-83cc-4c6f-9b9f,warblrb10k,0
6a144e92-e625-4696-80e3,warblrb10k,1
6f3ada57-817d-47f1-ba94,warblrb10k,1
835ac3ec-f7de-4e62-a7be,warblrb10k,1
8a11f376-b0b1-4d37-872a,warblrb10k,1
5e88354b-3890-4877-9f45,warblrb10k,0
69b6c9b3-1397-4479-987a,warblrb10k,1
54b30041-28c4-4b71-a98e,warblrb10k,1
2e94cb46-efdf-43d6-a1f7,warblrb10k,1
50c39d74-d6ab-4a11-a96e,warblrb10k,1
a2edb007-4764-4e0d-856a,warblrb10k,1
a6ca84d8-87a6-4236-80dd,warblrb10k,0
ee6f712c-cec2-4895-826b,warblrb10k,1
a1ef564c-e1ff-49bc-9346,warblrb10k,1
d6d90fbf-4dd8-4358-83b8,warblrb10k,0
ffefe98b-47f7-4703-ae02,warblrb10k,0
0f3cef1d-bf50-42cd-a194,warblrb10k,1
b4ee926b-7cc2-4c34-b0a2,warblrb10k,1
00c113b9-7156-4b34-8d50,warblrb10k,1
a427fdf1-4817-4304-8c4e,warblrb10k,1
185fe0d5-d8c6-49dc-872f,warblrb10k,0
20ec88da-3dc5-44f9-b682,warblrb10k,0
ef8fd6a8-c7cf-487c-ba25,warblrb10k,1
77509a3d-6783-4c68-879e,warblrb10k,1
a65f28a8-088d-411f-a5b6,warblrb10k,1
6825748a-a263-48c7-a629,warblrb10k,1
90a63fb7-4c5c-44cd-97cb,warblrb10k,1
05e89f91-d72d-4506-83d5,warblrb10k,1
9bd42c81-d785-4e41-ae94,warblrb10k,1
84597a34-c70b-4a6f-b4f2,warblrb10k,0
83d4c8d6-a330-48ee-8b51,warblrb10k,1
5f4da792-2b7b-480d-abb0,warblrb10k,1
3593e069-5c51-4053-ac02,warblrb10k,1
aff4c62d-70f0-46b7-9d5f,warblrb10k,1
2a5a564c-a44d-4b14-8deb,warblrb10k,1
91ad7d07-1300-4bea-81a7,warblrb10k,1
af96bf13-f825-4d85-bc55,warblrb10k,1
1d1c6343-51ed-40ae-9681,warblrb10k,0
a20cb33d-fd85-4f7a-9390,warblrb10k,1
46db5468-7c19-425f-96f7,warblrb10k,1
d7ac6681-6682-4ca0-a9fd,warblrb10k,1
893f99a7-7cce-4c4e-998b,warblrb10k,1
b6e5306f-e2f9-40ab-9aa9,warblrb10k,1
c2b0a33b-14c2-4079-b642,warblrb10k,1
4564f66d-db26-4ae7-9c4f,warblrb10k,1
3ba6a635-bcc1-4f29-8f34,warblrb10k,1
b9c3c707-c662-4ffe-b5d3,warblrb10k,0
4d4db689-5ef1-4d6b-ad20,warblrb10k,0
589ad505-8eb1-4264-91b1,warblrb10k,0
4599d6b0-499c-4e54-81ba,warblrb10k,0
16298618-83fd-4259-9cd1,warblrb10k,0
996148f4-0afe-4788-9c2f,warblrb10k,1
cf57d45e-0f4d-4023-b582,warblrb10k,1
4846f670-8a8a-49d3-858e,warblrb10k,1
199c5ef4-7fb1-46d8-af92,warblrb10k,1
f8a365f1-cf33-4bdc-8cf3,warblrb10k,1
4bf6394a-3029-4c94-a6f0,warblrb10k,0
0f6661f8-70f6-466c-9b6e,warblrb10k,1
212651b3-a6c7-4156-b993,warblrb10k,0
ed2e8c0d-8e93-4879-82e1,warblrb10k,0
31d2e3bd-27c8-4a28-a9ce,warblrb10k,1
a7114b55-0be2-4ad3-9a5b,warblrb10k,1
ecad7a98-0298-4abd-acb0,warblrb10k,0
eb0244bf-186f-4be8-8fb9,warblrb10k,1
47a98657-7d34-497b-9150,warblrb10k,0
ce72c8dc-fdf4-4c77-917e,warblrb10k,1
6759ce37-f32f-4155-ab37,warblrb10k,0
3ee32b50-1c8a-40aa-b8b9,warblrb10k,1
4273ea45-5f6a-477b-8114,warblrb10k,1
d3d6852b-3d64-49ff-a123,warblrb10k,1
63fef1d4-0933-4826-9a20,warblrb10k,0
97a0edab-1028-48ec-986d,warblrb10k,1
4785b3a1-03f1-4097-9a09,warblrb10k,1
344162a1-8daa-44a2-a139,warblrb10k,1
4732d65d-7fc1-4cbe-96f2,warblrb10k,1
9559447d-1855-466b-bca8,warblrb10k,1
364b45a2-1b8d-4f7c-b5bf,warblrb10k,1
cbf783e2-66e3-4214-b5b5,warblrb10k,1
f15312c0-9fb2-4402-b729,warblrb10k,1
4ccddde1-dedf-4ff0-9fdf,warblrb10k,0
311cf419-2523-4c55-b919,warblrb10k,1
9217b35e-1b72-469b-a3bb,warblrb10k,1
f3743d8b-99f3-4d12-aa5a,warblrb10k,1
edf24292-8ac5-4843-b83f,warblrb10k,0
2720e30d-d85a-43bb-ba65,warblrb10k,1
ea9aa2fc-9e82-4638-aa8d,warblrb10k,1
8f2ea34f-b484-48d2-8fe4,warblrb10k,0
8bb1bfed-f3b0-4e4a-889a,warblrb10k,0
af1e3285-3372-4a78-92f9,warblrb10k,0
08292e52-d4da-41a7-aec9,warblrb10k,1
1f50320e-a671-49cc-af6a,warblrb10k,0
b7997a91-c2bb-4691-83c3,warblrb10k,1
37320f83-d7b3-4af9-b3c1,warblrb10k,1
0bfc4f9b-0a47-45ea-b41f,warblrb10k,1
0e89155a-ef4b-45f8-8b0b,warblrb10k,1
37b81dc1-6ec5-4b8f-afbb,warblrb10k,1
bbddbb2b-1dfd-492b-8fd2,warblrb10k,1
eccd4c99-6fdd-4bab-b115,warblrb10k,0
da4403f1-07bc-4d68-890f,warblrb10k,1
4acf5529-153f-4523-97a8,warblrb10k,1
311767cf-b606-40d5-92ad,warblrb10k,0
89d90e2b-9310-4c91-9ed2,warblrb10k,1
d7409eb5-977b-4062-913d,warblrb10k,1
47b6871a-5aea-433e-9b05,warblrb10k,1
4f4a57f1-cdf7-4bcd-9840,warblrb10k,1
232cebdf-98e4-4ee9-b4cd,warblrb10k,0
0d7d707e-14df-4677-96a6,warblrb10k,1
28590add-a8c0-4e26-8720,warblrb10k,1
78f5a9c0-dfe7-4436-81f8,warblrb10k,1
64ea23d9-e752-4eb5-8c8f,warblrb10k,1
6a0ba4a9-64a9-48b4-b6ce,warblrb10k,1
a1769159-d3a5-47a4-ab2b,warblrb10k,1
0e1cde43-2287-4df5-a968,warblrb10k,0
bd03611b-680a-4dcd-b840,warblrb10k,1
3cb9a29e-8449-467b-880e,warblrb10k,1
60ae2dc9-c44c-4093-a4cf,warblrb10k,0
c69a197c-aa62-43e2-99ed,warblrb10k,1
bd92ea50-3cc5-4840-959c,warblrb10k,0
33212d79-7f39-4be9-a96b,warblrb10k,0
47101d9d-b92f-4384-9900,warblrb10k,0
752af349-024f-4465-b607,warblrb10k,1
dd8fdc63-5c76-4c32-a7e9,warblrb10k,1
dcc7605b-b28a-4ab4-b995,warblrb10k,0
90d15290-36e8-44dc-b0a9,warblrb10k,1
a4ecad61-d95e-4222-8e4d,warblrb10k,0
5cd97d45-39e5-4736-82eb,warblrb10k,1
8a0cc447-dd2f-4970-a25f,warblrb10k,1
6fff6680-4b0f-4f7f-bae4,warblrb10k,1
9b8b5d34-a738-41d0-9c57,warblrb10k,1
43dd9423-52a5-4e34-94d0,warblrb10k,1
cd7adbad-10b4-45e5-8ad8,warblrb10k,1
e455096f-891e-4044-b578,warblrb10k,0
147c3cc8-6fe1-485a-8c47,warblrb10k,1
38ae2132-6255-4d6c-a521,warblrb10k,1
2144fc9e-b995-40ea-8f8a,warblrb10k,1
c5f9766f-5ab0-45be-af7b,warblrb10k,1
94cb6c5c-6940-4465-b371,warblrb10k,0
c1bfd37a-4dd1-4dee-b1ff,warblrb10k,1
2720edf5-f0b5-4366-890c,warblrb10k,1
d61bb274-b2b2-4d83-aeeb,warblrb10k,1
2385cfc9-cc49-4663-a17d,warblrb10k,1
184eb58f-f80e-45f9-9010,warblrb10k,1
45867c97-c6c9-44dd-88a5,warblrb10k,1
5d9034b2-1437-47b2-9614,warblrb10k,1
7903a0e4-3410-437d-84c1,warblrb10k,1
4edd18d8-6399-4c27-860d,warblrb10k,1
deba6e94-7a45-49d5-a43c,warblrb10k,1
af235214-c844-4578-82e8,warblrb10k,1
d01dfbf6-0867-4a08-a277,warblrb10k,1
1c27179b-3783-449b-ac18,warblrb10k,0
01cf9018-c805-4848-add5,warblrb10k,1
92024a8b-5b7e-40ba-8a8c,warblrb10k,1
270ba975-c240-4b84-abdb,warblrb10k,1
7f013a00-629d-420d-844b,warblrb10k,1
0509f5fb-3476-4c55-b7aa,warblrb10k,0
05e4d4c9-edf4-4cf7-b7c2,warblrb10k,1
df7f9172-4e8b-4ef6-8cba,warblrb10k,1
2ccdf9e3-a08a-4159-abb7,warblrb10k,1
32178fc9-8b9c-46bb-b3f8,warblrb10k,0
115d899b-e7a2-436a-ac8c,warblrb10k,1
f0a0d27a-ec8a-4741-ae15,warblrb10k,1
8fe0c029-d6ac-4916-85e8,warblrb10k,1
67337ef1-cd4b-44d3-8698,warblrb10k,1
c375f429-cf44-4dcc-863e,warblrb10k,1
fc845c9c-1fa9-4592-a05d,warblrb10k,1
351216f9-f330-47bc-87c6,warblrb10k,1
7af601ce-5e50-49d7-a738,warblrb10k,1
af14e757-2fc5-4397-b221,warblrb10k,1
5a769eb0-5474-4860-bc7f,warblrb10k,1
88b4d92a-b801-410e-9745,warblrb10k,1
1fd5549f-116e-44b6-946b,warblrb10k,1
2a9c6b8c-998e-4756-b3f3,warblrb10k,1
efc4496d-0cd4-4908-8eb7,warblrb10k,1
e9b0aa70-024a-49bd-9f7a,warblrb10k,1
4d85b74a-fa33-4e73-a6b8,warblrb10k,1
bf952818-c435-4fa9-8f1b,warblrb10k,0
2b1f2658-faa4-4390-a560,warblrb10k,0
fd99dfcb-837e-473d-a0ea,warblrb10k,0
12d6bba4-5a15-4e91-ac2d,warblrb10k,1
3add6783-adff-46b9-b1e2,warblrb10k,0
adea42cb-5486-4db1-8db8,warblrb10k,1
c71b6755-847c-450f-8c99,warblrb10k,0
0dd0b7bd-4fb7-48da-8334,warblrb10k,1
b2ebd706-9da3-4ca0-80d4,warblrb10k,1
699349e6-64ff-495a-b405,warblrb10k,1
09af2f86-b0ab-494b-b48a,warblrb10k,0
a240b1e6-175f-4691-9863,warblrb10k,1
6541d504-6d38-4bd3-a209,warblrb10k,1
ab763783-cd63-4c95-a455,warblrb10k,1
d0dc8954-fbda-4f40-84d7,warblrb10k,0
b06b11c2-7a0c-4725-885e,warblrb10k,1
e90130b3-7d10-4985-80a7,warblrb10k,1
c1f4cb15-1712-42fa-8424,warblrb10k,1
d894f5d9-2459-430b-8e6d,warblrb10k,0
4d6397f0-0750-438c-9fe1,warblrb10k,1
203c573c-91b2-4010-b150,warblrb10k,1
bad7b118-4f11-47a2-a9ec,warblrb10k,0
0011e7f9-ec1e-4f3a-a70f,warblrb10k,1
38d7d6bd-b415-4e64-a915,warblrb10k,1
58d66589-819d-4b37-ac4e,warblrb10k,1
86abf3ac-a3d9-4b73-895c,warblrb10k,1
0471b8f0-2965-44e1-b304,warblrb10k,1
b51528e9-7a13-4776-9ff7,warblrb10k,1
90174d36-40e9-4a70-a036,warblrb10k,0
769966da-22b6-464f-923f,warblrb10k,1
a5fd206c-d3e3-44eb-b868,warblrb10k,0
dc2319d5-68c8-4644-bae5,warblrb10k,1
353517fd-652d-4efd-b35a,warblrb10k,0
f84dd1a2-10ba-4e33-bd77,warblrb10k,1
a42b5679-1838-469a-8b5a,warblrb10k,0
adc97d82-3d7a-4a07-8154,warblrb10k,1
e883acab-7a79-4116-abdd,warblrb10k,1
ea51db0c-9b9b-4810-976f,warblrb10k,0
9364f7ea-e808-4bf2-8e6d,warblrb10k,1
c98179e1-8a17-463a-9786,warblrb10k,1
6dc6e4a0-19db-40de-ad69,warblrb10k,0
d42dfb65-732b-4faa-8236,warblrb10k,0
2eb3bd1b-9278-42c4-8aa3,warblrb10k,0
225df1a4-e8a1-44c8-aa66,warblrb10k,0
7ac9bdda-0f57-445a-a9f1,warblrb10k,1
faf8a375-eb4f-4b88-9057,warblrb10k,1
db9cde37-8c82-487d-8cfc,warblrb10k,1
ce40d209-942f-4567-98a6,warblrb10k,0
54d90887-d5ce-4f82-b963,warblrb10k,1
569dd046-848e-49b7-b829,warblrb10k,1
bd044f76-2eef-46bd-9ee4,warblrb10k,1
0ef3853c-9f87-45bd-9e99,warblrb10k,1
add0dec3-3012-4d91-925f,warblrb10k,1
c91e5f9c-6843-4282-8362,warblrb10k,0
876f588a-d9a4-4f98-84bd,warblrb10k,1
f716eb4d-f20b-44aa-bff5,warblrb10k,0
d752ac05-2a65-489b-bb28,warblrb10k,1
7e382afc-ef1b-4cbe-85cb,warblrb10k,0
7d37a0ac-3b96-407f-8dac,warblrb10k,1
2a668c73-8cf2-4777-8b01,warblrb10k,0
a25417b4-c263-4a5e-9fe9,warblrb10k,1
02b99018-a4ec-4e22-a2b3,warblrb10k,0
3d97e390-39b1-4eed-9841,warblrb10k,0
b4ce179e-2c92-47ed-87bf,warblrb10k,1
f4a076c4-91a4-4834-ab32,warblrb10k,0
270d1db5-355f-4e3e-859b,warblrb10k,1
21b5edd7-abc6-4d20-a0e2,warblrb10k,1
0df3e645-0e0b-4c91-a0a9,warblrb10k,0
89495b95-7aa3-4fcd-8d56,warblrb10k,1
e502d465-4c87-4fc2-b481,warblrb10k,0
ae99be71-80e6-4987-bac5,warblrb10k,1
e6c47004-f119-49d3-bfd6,warblrb10k,1
b7ae31e8-efea-4ba4-aa76,warblrb10k,1
72a06131-80ff-4ddb-9fb1,warblrb10k,1
62d766ec-cd31-43dc-9485,warblrb10k,1
ebed7e9f-de70-4332-90dd,warblrb10k,1
14d5f582-0eaf-4bc6-8fa3,warblrb10k,1
8d7964db-d86b-4b54-88a5,warblrb10k,0
c705a86c-6501-4872-85ef,warblrb10k,1
b797c53b-60e2-4bc0-bc02,warblrb10k,1
7084ca3e-564c-49a3-96b1,warblrb10k,0
55cc35ed-15cd-48c9-9eb6,warblrb10k,1
215b36c5-05b5-4707-97e5,warblrb10k,1
a4de8244-b4f8-4b62-b08c,warblrb10k,1
a93f81b1-6be3-45ae-9f17,warblrb10k,1
85eae74c-23c9-4f92-a908,warblrb10k,0
0484af7a-aba9-4d4b-b525,warblrb10k,1
39a69844-4376-417a-aa65,warblrb10k,1
ab9c4b1e-f3d9-46b1-b2b8,warblrb10k,1
4c370925-87a2-4033-9d28,warblrb10k,1
3f4ebba3-e7a3-4016-a846,warblrb10k,0
e6376523-0553-467e-a122,warblrb10k,0
f7a0c02e-ddf5-4406-97d3,warblrb10k,1
5a439683-c4df-4a32-88ea,warblrb10k,1
a68d1023-4310-47e2-8c5e,warblrb10k,0
274b3c8d-4441-4b8b-94ef,warblrb10k,1
64851676-30d5-4646-ad41,warblrb10k,0
093d2679-eb84-44b5-bc1e,warblrb10k,1
62402b51-3f59-4116-9b5d,warblrb10k,1
088b2195-6699-4da6-b195,warblrb10k,1
7c26e6b2-a99d-4f57-a572,warblrb10k,1
51d6ebf4-26e6-48af-ba60,warblrb10k,1
7184fa09-c6eb-44a8-8534,warblrb10k,0
bc02604d-a77f-429c-8d26,warblrb10k,1
ba129ac9-aace-40e1-8ee1,warblrb10k,1
b83f43a0-69d1-44df-9e91,warblrb10k,0
2ac32ada-7633-4e53-84bc,warblrb10k,0
c6a7d8f9-9bb8-4336-8179,warblrb10k,0
33c36cf2-40bf-4a18-9afe,warblrb10k,1
8d385cc8-32d2-4cff-ac2b,warblrb10k,1
fc3b22df-b30b-4be3-8a25,warblrb10k,0
bd20fd8d-2fca-4f61-bc77,warblrb10k,1
bf7b6bf9-7d42-4d58-b631,warblrb10k,1
f4f8d55d-300f-46c3-a959,warblrb10k,1
6769d760-ad36-4961-9f9e,warblrb10k,1
df5fddc0-f202-4cbf-826c,warblrb10k,1
2d457930-56c8-4559-a056,warblrb10k,0
a535de7e-cdc6-4fec-b618,warblrb10k,1
4c62ea0a-abb8-4d9a-bb63,warblrb10k,1
ff913800-796d-4691-a052,warblrb10k,0
d9a90a36-e78d-4861-a44a,warblrb10k,1
bb3d19e8-fac3-4e59-bdb5,warblrb10k,1
1fa0d5ca-0175-456b-bbc1,warblrb10k,0
8ce959a1-773c-4345-b523,warblrb10k,1
c1ea7d88-1e1e-429e-8052,warblrb10k,1
4ff7e84b-6fac-4646-9f39,warblrb10k,1
972aebd1-5749-45c8-98f2,warblrb10k,1
02ca816e-1350-4f1b-acae,warblrb10k,1
58b289f8-bae7-4511-8a3c,warblrb10k,1
40105954-b6ef-498c-9f56,warblrb10k,1
30d52f91-c585-4e2d-bfd8,warblrb10k,0
ea9d9cf8-ece1-4128-affa,warblrb10k,1
31f1bd17-775f-4bf9-8e7a,warblrb10k,1
41ca88f3-3929-4913-a156,warblrb10k,0
9f13dfe4-d88e-4932-9403,warblrb10k,1
2069d52b-0f8e-4666-a25b,warblrb10k,1
78d1029b-d18d-439a-a5ad,warblrb10k,1
f67cf698-01f6-4513-aaf0,warblrb10k,0
8ce9f67e-a0b1-412c-90c1,warblrb10k,1
0308e50f-098d-4b05-b2e0,warblrb10k,1
5c0800f3-5611-47ac-b7f3,warblrb10k,0
aeaf71c0-d035-4361-98d4,warblrb10k,0
25c78355-e984-465b-9c6e,warblrb10k,1
741b5799-0927-4972-b0d5,warblrb10k,1
121ef5fa-0c6d-4c8d-88f8,warblrb10k,0
a4502c28-3ffc-42cd-807f,warblrb10k,1
fc93e3e1-c209-4c82-9f67,warblrb10k,1
b7b8d84b-aed9-476f-83c1,warblrb10k,0
76b32083-71c2-49c5-b2ad,warblrb10k,1
9f25a62e-3c3a-4848-bc4f,warblrb10k,0
21c3f243-af94-4a66-9b78,warblrb10k,1
82ad64a3-152a-4d49-93be,warblrb10k,1
3e8fc73f-42f8-4cd3-abb4,warblrb10k,0
a531a1bf-be63-404c-8a86,warblrb10k,1
f931b6cc-a8e5-4dc2-8840,warblrb10k,0
1226957a-1726-41b5-b9b6,warblrb10k,0
f7b80f8d-f736-48d8-a07c,warblrb10k,1
2fc25690-244a-4fd5-9203,warblrb10k,1
5ece167c-19a5-41f5-bcb6,warblrb10k,1
fbfe1d86-565f-4edc-9682,warblrb10k,1
8ff19eab-3523-4f19-b5d6,warblrb10k,1
9979ec26-eb44-4b00-ae2d,warblrb10k,1
e667a6e9-46dd-4463-8d27,warblrb10k,1
9a1e353c-f65c-4ee2-8cd9,warblrb10k,1
d0bda1b4-749d-40e8-9037,warblrb10k,0
9c71daea-e6b4-41d9-b4da,warblrb10k,1
876f0919-41bc-4f5c-a002,warblrb10k,1
26a0b842-6606-4746-914b,warblrb10k,1
c01a986b-5806-4821-bdf4,warblrb10k,0
922ab370-1f99-48cc-8062,warblrb10k,1
0b7d8a53-ceea-4050-976f,warblrb10k,1
37639753-1a8c-4d21-8106,warblrb10k,0
03c929d7-09df-470d-9c1c,warblrb10k,0
0c7c714b-fd5b-411f-94d9,warblrb10k,1
dc188d3d-59fb-4eb3-a3d3,warblrb10k,1
4140045b-09bf-46db-859d,warblrb10k,1
f9869c27-ff1b-4b07-99cf,warblrb10k,1
f056738d-1445-46b0-a3cb,warblrb10k,1
e0f6d8d5-75cb-415b-8c29,warblrb10k,1
c5274fc3-f903-46fa-a40a,warblrb10k,1
f1419e29-094b-45b3-ae88,warblrb10k,1
2e8f6965-a654-4af8-809f,warblrb10k,1
7ecebfff-6cb9-43c1-941b,warblrb10k,1
46a2aa4f-12fe-436f-9ed5,warblrb10k,1
e5364894-5485-4797-b25a,warblrb10k,0
0b20b418-dcd5-49a0-9a21,warblrb10k,1
fe9805d9-a03c-4741-acd3,warblrb10k,1
ccd47c42-514d-4ce0-ade6,warblrb10k,0
9bb6eb70-65a6-41b6-a787,warblrb10k,1
f0317c1b-b7aa-4561-bb9d,warblrb10k,1
f5de5e20-96db-42ab-b035,warblrb10k,1
8cc3926a-7937-413a-84ac,warblrb10k,1
a3095c23-587c-4aa4-8a1b,warblrb10k,1
02fc3dcb-7f7a-4a8c-8e1e,warblrb10k,1
f1439e46-b791-46ed-bc54,warblrb10k,0
af4ea995-9e75-40f5-846b,warblrb10k,1
9efb000d-98c9-4de5-aa78,warblrb10k,1
8f128149-8d7c-42bd-9c4f,warblrb10k,1
47326753-e4cd-4a94-ba5c,warblrb10k,1
a4487ec4-3ae6-43ca-be79,warblrb10k,0
ad613cd3-41c3-4b4f-8f34,warblrb10k,0
0b0cf9fd-afe6-4cbc-a364,warblrb10k,1
eb629913-f106-474e-aea6,warblrb10k,1
d4494aa9-8e03-443d-8b20,warblrb10k,1
3bc64d51-7672-4caa-b045,warblrb10k,1
89c44623-014e-46fb-8c56,warblrb10k,1
d01e05f9-8468-4fef-97c1,warblrb10k,1
ded91971-f5fb-4ca5-9a1b,warblrb10k,1
82af8e3c-8494-4d69-b806,warblrb10k,1
0d878e67-619b-4df6-9a6c,warblrb10k,1
0a2c929d-0e63-414b-bf90,warblrb10k,1
b5449922-d8a6-4c66-be20,warblrb10k,1
9b04e912-7924-462f-8d5b,warblrb10k,1
0f92f327-787a-433f-b9b7,warblrb10k,1
01b20cd9-9645-4fce-b6b5,warblrb10k,1
ac79c536-b42d-4c89-b6b3,warblrb10k,1
eb8ab881-d5d9-4adf-ab2c,warblrb10k,1
778df7c9-04a4-45c9-a407,warblrb10k,1
6152b0ee-6cef-4ef7-9038,warblrb10k,1
71ffdb75-6ea0-4d30-a767,warblrb10k,1
ed6dc5e7-7023-4299-bf4e,warblrb10k,1
